freq;unit;sex;age;reason;geo\TIME_PERIOD,2005 ,2006 ,2007 ,2008 ,2009 ,2010 ,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
A;PC_SAL;F;Y15-74;INEDUC;AT,8.8 b,3.8 ,3.8 ,3.8 ,4.0 ,3.8 ,4.1 ,3.8 ,3.7 ,3.7 ,3.8 ,3.7 ,3.4 ,3.8 ,3.4 
A;PC_SAL;F;Y15-74;INEDUC;BE,0.4 b,0.4 ,0.5 ,0.5 ,0.4 ,0.3 ,0.4 ,0.3 ,0.4 ,0.4 ,0.3 ,0.4 ,0.2 bu,0.3 u,0.4 
A;PC_SAL;F;Y15-74;INEDUC;BG,0.3 bu,0.3 u,: u,: bu,: u,: bc,: bu,: c,: u,: c,: u,: u,: u,: u,: u
A;PC_SAL;F;Y15-74;INEDUC;CY,0.8 bu,0.6 u,0.8 u,0.5 u,0.5 bu,0.5 u,0.4 u,0.4 u,0.6 u,0.6 u,0.5 u,0.5 u,0.7 u,0.4 u,: u
A;PC_SAL;F;Y15-74;INEDUC;CZ,0.0 bu,0.1 u,0.1 u,0.1 u,0.1 u,0.0 u,: bc,0.1 u,0.1 u,: c,0.1 u,: c,0.1 u,0.3 u,0.4 
A;PC_SAL;F;Y15-74;INEDUC;DE,5.9 b,5.7 b,5.9 ,5.5 ,5.7 ,5.2 b,5.1 ,4.7 b,4.7 ,4.6 ,4.5 ,4.8 ,4.8 ,4.7 ,4.7 
A;PC_SAL;F;Y15-74;INEDUC;DK,2.5 b,1.9 ,2.6 ,2.6 b,2.7 ,2.4 ,2.7 ,2.5 ,2.7 ,2.2 ,2.6 ,3.3 b,3.2 b,2.7 ,2.8 
A;PC_SAL;F;Y15-74;INEDUC;EE,: bc,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;F;Y15-74;INEDUC;EL,1.1 b,0.8 ,1.0 ,1.1 ,0.8 b,0.7 ,0.7 ,0.7 ,0.4 ,0.6 ,0.9 ,1.2 ,1.1 ,0.9 ,0.9 
A;PC_SAL;F;Y15-74;INEDUC;ES,: ,1.5 b,1.3 ,1.1 ,1.2 b,1.0 ,0.9 ,1.0 ,1.0 ,1.3 ,1.3 ,1.3 ,1.2 ,1.1 ,1.0 
A;PC_SAL;F;Y15-74;INEDUC;FI,0.8 b,1.1 ,1.0 b,0.9 ,0.8 ,1.2 ,1.1 ,1.0 ,0.9 ,0.8 ,0.5 ,0.5 ,0.6 ,0.7 ,0.9 
A;PC_SAL;F;Y15-74;INEDUC;FR,2.2 b,2.0 b,2.2 ,2.2 ,2.1 ,2.1 ,2.2 ,2.4 ,1.7 ,2.1 b,1.8 ,1.8 ,1.9 ,2.0 ,1.9 
A;PC_SAL;F;Y15-74;INEDUC;HR,4.8 b,5.3 ,6.1 ,5.3 ,5.9 ,7.0 ,6.8 ,6.2 ,6.8 ,8.8 b,10.9 ,2.4 ,1.6 ,0.6 u,1.2 u
A;PC_SAL;F;Y15-74;INEDUC;HU,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.2 u,0.2 u,0.2 u
A;PC_SAL;F;Y15-74;INEDUC;IE,: bu,: ,0.4 b,0.4 ,0.4 ,0.3 u,0.3 u,0.9 ,1.3 ,1.2 ,1.1 ,0.7 ,0.7 b,1.0 ,1.0 
A;PC_SAL;F;Y15-74;INEDUC;IT,2.4 b,2.9 ,2.7 ,2.8 ,2.6 ,2.5 ,2.3 ,2.3 ,2.0 ,2.1 ,1.9 ,2.0 ,2.4 ,2.2 ,2.4 
A;PC_SAL;F;Y15-74;INEDUC;LT,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,: u,0.2 u,0.2 u,0.2 u
A;PC_SAL;F;Y15-74;INEDUC;LU,: bu,1.4 ,1.4 b,1.3 ,2.0 b,1.5 ,1.4 ,1.5 ,1.3 ,1.7 ,1.9 b,: u,: u,0.7 u,: c
A;PC_SAL;F;Y15-74;INEDUC;LV,: bu,: u,0.4 ,: u,: u,: u,: u,: u,: u,: u,: u,: u,: c,: c,: c
A;PC_SAL;F;Y15-74;INEDUC;MT,: bu,: u,: u,: u,: u,0.7 u,1.0 u,0.7 u,0.6 u,: u,0.7 u,1.2 ,0.5 u,0.9 u,1.6 
A;PC_SAL;F;Y15-74;INEDUC;NL,0.1 b,0.3 b,0.4 ,0.4 ,0.5 ,0.4 ,0.4 ,0.4 ,: u,0.1 u,: u,0.5 ,0.5 ,0.6 ,0.6 
A;PC_SAL;F;Y15-74;INEDUC;PL,2.3 b,2.7 ,3.1 ,3.3 ,3.0 ,3.3 b,2.7 b,2.9 ,3.2 ,3.6 ,3.5 ,2.8 ,2.5 ,2.7 ,2.5 
A;PC_SAL;F;Y15-74;INEDUC;PT,1.3 b,1.2 ,1.5 ,1.3 ,1.1 ,1.2 ,1.1 b,0.8 ,1.0 ,1.4 ,1.5 ,1.2 ,1.2 ,1.1 ,0.8 
A;PC_SAL;F;Y15-74;INEDUC;RO,: bu,: u,: u,: u,: u,: bu,: c,: u,: u,: u,: u,: u,: u,: u,: c
A;PC_SAL;F;Y15-74;INEDUC;SE,: bu,: u,: u,: u,: u,0.1 ,0.1 ,0.1 ,0.1 ,0.2 ,0.2 ,0.2 ,0.1 ,0.2 b,: u
A;PC_SAL;F;Y15-74;INEDUC;SI,1.0 bu,1.0 u,1.0 u,0.9 u,0.8 u,0.8 u,0.8 u,0.5 u,0.4 u,0.6 u,0.4 u,0.4 u,0.5 u,0.7 u,0.5 u
A;PC_SAL;F;Y15-74;INEDUC;SK,: ,: u,: u,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;F;Y15-74;INEDUC;UK,0.4 b,0.4 ,0.5 b,0.3 b,0.3 ,0.3 ,0.3 ,0.4 ,0.4 ,0.5 ,0.5 ,0.4 ,0.5 ,0.5 ,0.4 
A;PC_SAL;F;Y15-74;INVTMP;AT,: ,1.3 ,1.6 ,1.3 ,1.2 ,0.9 ,0.9 ,0.9 ,0.9 ,0.9 ,1.0 ,1.0 ,1.1 ,1.0 ,1.0 
A;PC_SAL;F;Y15-74;INVTMP;BE,8.3 b,7.3 ,7.1 ,5.9 ,5.7 ,7.3 ,7.8 ,7.2 ,7.1 ,7.4 ,7.8 ,7.8 ,7.8 b,7.3 ,7.3 
A;PC_SAL;F;Y15-74;INVTMP;BG,3.7 b,3.5 ,3.1 ,2.0 b,2.4 ,2.5 b,2.4 b,2.6 ,3.0 ,3.3 ,2.7 ,2.3 ,2.8 ,2.1 ,2.7 
A;PC_SAL;F;Y15-74;INVTMP;CY,18.2 b,17.6 ,17.4 ,18.5 ,19.1 b,19.8 ,20.0 ,20.3 ,23.2 ,23.2 ,21.7 ,19.5 ,17.2 ,15.8 ,17.1 
A;PC_SAL;F;Y15-74;INVTMP;CZ,6.3 b,6.5 ,5.9 ,6.1 ,6.3 ,7.2 ,7.2 b,8.3 ,8.2 ,8.2 ,9.2 ,8.7 ,8.9 ,6.3 ,5.7 
A;PC_SAL;F;Y15-74;INVTMP;DE,2.4 b,2.7 b,2.9 ,2.6 ,2.3 ,2.7 b,2.6 ,2.2 b,2.0 ,1.9 ,1.8 ,2.0 ,2.0 ,1.8 ,1.5 
A;PC_SAL;F;Y15-74;INVTMP;DK,6.3 b,5.6 ,4.5 ,4.3 b,4.5 ,4.4 ,4.6 ,5.1 ,5.1 ,5.2 ,4.1 ,5.7 b,5.7 b,4.8 ,4.6 
A;PC_SAL;F;Y15-74;INVTMP;EE,0.8 bu,0.8 u,: u,: u,0.6 u,0.7 u,0.8 u,0.8 u,0.7 u,0.7 u,0.6 u,0.5 u,: u,0.4 u,: u
A;PC_SAL;F;Y15-74;INVTMP;EL,10.6 b,9.4 ,9.6 ,9.9 ,10.2 b,10.8 ,10.0 ,9.0 ,8.4 ,8.7 ,8.4 ,9.0 ,9.9 ,10.1 ,10.4 
A;PC_SAL;F;Y15-74;INVTMP;ES,: ,24.0 b,21.4 ,22.1 ,20.5 b,21.1 ,21.9 ,21.6 ,20.5 ,20.6 ,21.8 ,22.9 ,22.7 ,22.2 ,21.8 
A;PC_SAL;F;Y15-74;INVTMP;FI,15.2 b,14.7 ,13.6 b,12.0 ,12.5 ,12.4 ,11.8 ,12.1 ,11.9 ,12.8 ,13.0 ,13.3 ,13.7 ,13.9 ,12.3 
A;PC_SAL;F;Y15-74;INVTMP;FR,8.7 b,9.3 b,9.6 ,9.6 ,9.2 ,9.7 ,9.5 ,9.4 ,9.9 ,9.7 b,9.9 ,10.2 ,10.6 ,10.0 ,9.4 
A;PC_SAL;F;Y15-74;INVTMP;HR,7.0 b,6.8 ,7.1 ,6.4 ,6.7 ,6.6 ,6.7 ,6.9 ,7.0 ,7.8 b,8.4 ,17.5 ,17.5 ,17.8 ,16.1 
A;PC_SAL;F;Y15-74;INVTMP;HU,3.0 b,3.5 ,4.1 ,4.2 ,4.9 ,6.3 ,5.4 ,5.9 ,7.4 ,7.5 ,8.5 ,8.2 ,7.4 ,5.7 ,5.1 
A;PC_SAL;F;Y15-74;INVTMP;IE,0.6 b,1.1 ,1.4 b,1.6 ,2.1 ,2.8 ,3.0 ,4.9 ,4.9 ,4.7 ,4.2 ,4.2 ,3.5 b,2.9 ,2.4 
A;PC_SAL;F;Y15-74;INVTMP;IT,9.9 b,10.6 ,11.1 ,10.7 ,10.3 ,10.2 ,10.7 ,10.9 ,10.7 ,10.5 ,11.0 ,11.0 ,11.9 ,14.3 ,14.0 
A;PC_SAL;F;Y15-74;INVTMP;LT,2.5 bu,1.9 u,1.7 u,1.0 u,1.2 u,1.2 u,1.1 u,1.4 ,1.2 ,1.0 ,1.0 ,1.0 ,0.7 ,0.6 u,0.5 u
A;PC_SAL;F;Y15-74;INVTMP;LU,3.2 b,3.1 ,3.0 b,3.2 ,3.9 b,3.0 ,3.7 ,3.9 ,4.3 ,4.8 ,4.4 b,4.8 ,5.2 ,5.9 ,: u
A;PC_SAL;F;Y15-74;INVTMP;LV,2.0 b,3.6 ,1.5 ,1.1 ,2.2 ,3.9 ,4.1 ,2.2 ,2.3 ,1.7 ,1.5 ,1.5 ,0.8 ,1.4 ,1.5 
A;PC_SAL;F;Y15-74;INVTMP;MT,2.8 b,2.7 ,3.6 ,3.1 ,3.8 ,3.7 ,4.2 ,4.2 ,5.2 ,6.1 ,5.1 ,3.6 ,3.2 ,3.5 ,2.6 
A;PC_SAL;F;Y15-74;INVTMP;NL,4.4 b,5.0 b,4.8 ,4.8 ,5.4 ,4.1 ,4.4 ,4.9 ,6.2 ,7.2 ,8.1 ,7.4 ,6.8 ,6.0 ,5.5 
A;PC_SAL;F;Y15-74;INVTMP;PL,11.7 b,19.3 ,19.8 ,19.3 ,19.0 ,19.6 b,15.9 b,16.6 ,17.2 ,18.2 ,17.5 ,17.1 ,15.5 ,13.0 ,10.2 
A;PC_SAL;F;Y15-74;INVTMP;PT,14.5 b,17.5 ,18.7 ,19.6 ,19.2 ,19.7 ,19.1 b,17.8 ,18.5 ,17.8 ,17.9 ,18.7 ,18.0 ,18.3 ,17.4 
A;PC_SAL;F;Y15-74;INVTMP;RO,1.2 b,1.1 ,1.1 ,0.9 ,0.8 ,0.7 b,0.9 ,0.9 ,1.0 ,1.0 ,0.9 ,0.7 ,0.7 ,0.7 ,0.8 
A;PC_SAL;F;Y15-74;INVTMP;SE,11.1 b,11.7 ,11.9 ,10.6 ,10.6 ,10.8 ,10.9 ,10.4 ,10.8 ,11.2 ,10.6 ,9.6 ,9.4 ,9.2 b,8.6 
A;PC_SAL;F;Y15-74;INVTMP;SI,8.6 b,9.8 ,11.1 ,8.9 ,8.4 ,9.9 ,11.2 ,9.6 ,9.6 ,10.8 ,11.1 ,9.9 ,10.1 ,6.7 ,4.7 
A;PC_SAL;F;Y15-74;INVTMP;SK,2.9 b,3.3 ,3.4 ,3.4 ,3.2 ,3.2 ,5.5 b,5.9 ,5.8 ,6.8 ,8.9 ,6.1 ,7.4 ,6.7 ,6.2 
A;PC_SAL;F;Y15-74;INVTMP;UK,1.2 b,1.5 ,1.5 b,1.2 b,1.5 ,1.9 ,1.9 ,2.2 ,2.0 ,1.9 ,1.9 ,1.7 ,1.5 ,1.3 ,1.3 
A;PC_SAL;F;Y15-74;NRP;AT,: ,2.2 ,2.0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;BE,2.0 b,2.2 ,2.2 ,2.9 ,3.0 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;BG,0.4 bu,0.5 u,0.5 u,0.4 bu,0.6 u,: bu,: bc,: c,: u,: c,: ,: c,: u,: c,: c
A;PC_SAL;F;Y15-74;NRP;CY,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;CZ,: ,: u,: u,: c,: ,: ,: ,: c,: ,: c,: ,: c,: c,: c,: 
A;PC_SAL;F;Y15-74;NRP;DE,4.2 b,3.9 b,4.4 ,4.5 ,4.3 ,4.7 b,4.8 ,4.8 b,4.7 ,4.7 ,4.7 ,4.1 ,3.8 ,3.7 ,3.4 
A;PC_SAL;F;Y15-74;NRP;DK,: bu,: u,0.6 ,0.2 bu,: ,: ,: c,: c,: ,: ,0.7 ,: bu,: bc,: u,: u
A;PC_SAL;F;Y15-74;NRP;EE,: bu,: c,: ,: ,: ,: u,: u,0.4 u,: u,: u,: u,0.7 u,0.5 u,0.3 u,: u
A;PC_SAL;F;Y15-74;NRP;EL,1.8 b,1.9 ,1.7 ,1.8 ,1.9 b,1.9 ,1.5 ,1.4 ,1.8 ,2.3 ,2.5 ,0.6 ,1.0 ,1.2 ,1.6 
A;PC_SAL;F;Y15-74;NRP;ES,35.6 b,7.3 b,6.2 ,5.1 ,3.9 b,2.6 ,2.3 ,2.1 ,1.8 ,1.6 ,1.6 ,1.2 ,1.8 ,2.7 ,2.7 
A;PC_SAL;F;Y15-74;NRP;FI,: bu,0.2 u,: bu,: u,: c,: u,: u,: u,: u,: u,: u,: u,: u,: u,: c
A;PC_SAL;F;Y15-74;NRP;FR,: bu,1.0 b,1.0 ,1.0 ,1.2 ,1.1 ,1.1 ,1.0 ,1.9 ,1.6 b,2.0 ,1.8 ,1.7 ,1.6 ,1.9 
A;PC_SAL;F;Y15-74;NRP;HR,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: u,: c,: c,: u
A;PC_SAL;F;Y15-74;NRP;HU,1.9 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;IE,1.0 b,5.3 ,6.1 b,6.0 ,6.2 ,5.9 ,6.2 ,3.3 ,2.3 ,2.1 ,2.0 ,1.9 ,2.6 b,3.1 ,3.3 
A;PC_SAL;F;Y15-74;NRP;IT,0.3 b,0.1 ,0.0 u,0.0 ,: u,0.0 ,0.0 u,0.0 ,0.1 ,0.0 u,0.1 ,0.1 ,0.1 ,0.1 ,0.1 
A;PC_SAL;F;Y15-74;NRP;LT,: bu,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;LU,1.0 bu,: ,: ,: ,0.8 bu,1.0 u,1.5 ,0.6 u,0.9 u,0.7 u,0.6 bu,1.5 ,1.3 ,1.4 ,9.6 
A;PC_SAL;F;Y15-74;NRP;LV,2.5 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;MT,: ,: c,: u,: ,: ,: c,: c,: c,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;NL,5.2 b,5.3 b,5.5 ,5.1 ,5.6 ,5.0 ,5.5 ,5.9 ,6.1 ,6.4 ,6.6 ,6.8 ,6.9 ,6.1 ,5.9 
A;PC_SAL;F;Y15-74;NRP;PL,6.9 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;PT,3.3 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;RO,: bu,: u,: u,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;SE,: bc,0.2 u,0.2 ,0.2 ,0.2 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.3 ,0.5 ,0.4 ,0.5 b,0.4 
A;PC_SAL;F;Y15-74;NRP;SI,1.8 b,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: 
A;PC_SAL;F;Y15-74;NRP;SK,0.6 b,: ,: ,: ,: ,1.4 ,: ,: ,: ,0.4 ,0.6 ,0.9 ,0.3 u,0.4 ,: 
A;PC_SAL;F;Y15-74;NRP;UK,2.6 b,2.4 ,2.4 b,1.8 b,1.7 ,1.8 ,1.9 ,1.9 ,2.0 ,2.2 ,2.0 ,2.2 ,2.1 ,1.9 ,1.6 
A;PC_SAL;F;Y15-74;STAGE;AT,: ,1.0 ,0.8 ,0.9 ,0.9 ,1.2 ,1.2 ,1.3 ,1.2 ,1.1 ,1.1 ,1.2 ,1.2 ,1.4 ,1.4 
A;PC_SAL;F;Y15-74;STAGE;BG,1.1 b,1.1 ,1.2 ,0.8 bu,0.4 u,0.6 bu,0.7 bu,: u,1.1 ,1.1 ,0.9 u,1.0 ,0.9 u,0.7 u,0.6 u
A;PC_SAL;F;Y15-74;STAGE;CY,: bu,0.4 u,0.4 u,0.4 u,: bu,: u,: u,: c,: u,: u,0.9 u,0.6 u,0.4 u,: u,: u
A;PC_SAL;F;Y15-74;STAGE;CZ,0.5 b,0.6 ,0.6 ,: ,: ,: ,: ,: ,: ,: ,: ,: ,: ,1.3 ,1.2 
A;PC_SAL;F;Y15-74;STAGE;DE,1.2 b,1.3 b,1.1 ,1.6 ,1.5 ,1.6 b,1.5 ,1.7 b,1.6 ,1.6 ,1.7 ,1.7 ,1.7 ,1.7 ,1.6 
A;PC_SAL;F;Y15-74;STAGE;DK,: bc,: u,0.3 u,0.2 bu,0.2 u,0.2 u,0.4 ,0.3 u,0.4 ,0.3 u,0.2 u,0.7 b,0.5 b,0.5 ,0.4 
A;PC_SAL;F;Y15-74;STAGE;EE,: bu,0.6 u,0.7 u,0.8 u,0.7 u,1.1 ,1.8 ,1.0 ,1.4 ,1.4 ,1.5 ,1.5 ,1.4 ,1.7 ,1.9 
A;PC_SAL;F;Y15-74;STAGE;EL,0.6 b,0.6 ,0.6 ,0.7 ,0.9 b,0.7 ,0.5 ,0.4 ,0.4 ,0.6 ,0.6 ,1.2 ,0.8 ,0.3 ,0.4 
A;PC_SAL;F;Y15-74;STAGE;ES,: ,0.5 b,0.5 ,0.4 ,0.2 b,0.2 ,0.2 ,0.1 ,0.1 u,0.2 ,0.2 ,0.2 ,0.2 ,0.2 ,0.3 
A;PC_SAL;F;Y15-74;STAGE;FI,0.3 bu,0.3 u,0.2 bu,0.5 ,0.3 u,0.4 ,0.3 u,0.3 u,: u,0.2 u,0.2 u,0.2 u,: u,: u,: c
A;PC_SAL;F;Y15-74;STAGE;FR,0.7 b,0.7 b,0.9 ,0.7 ,0.6 ,0.6 ,0.6 ,0.6 ,0.3 u,0.3 bu,0.3 u,0.4 ,0.4 ,0.3 ,0.5 
A;PC_SAL;F;Y15-74;STAGE;HR,: ,: u,0.8 u,0.6 u,0.2 u,0.2 u,0.4 u,0.3 u,0.3 u,0.4 bu,0.5 u,1.0 u,0.3 u,0.3 u,0.3 u
A;PC_SAL;F;Y15-74;STAGE;HU,1.1 b,1.2 ,1.2 ,1.6 ,1.4 ,1.5 ,1.5 ,1.1 ,1.3 ,1.3 ,1.2 ,0.9 ,1.0 ,1.0 ,0.8 
A;PC_SAL;F;Y15-74;STAGE;IE,: ,: u,: ,: ,: ,: ,: ,: u,0.2 u,0.4 ,0.3 u,0.2 u,0.4 b,0.8 ,1.0 
A;PC_SAL;F;Y15-74;STAGE;IT,0.7 b,0.8 ,0.9 ,1.0 ,0.9 ,1.0 ,1.0 ,1.1 ,1.0 ,1.2 ,1.2 ,1.1 ,1.1 ,0.7 ,0.5 
A;PC_SAL;F;Y15-74;STAGE;LT,: bu,: u,: u,: u,: u,: u,: u,: u,0.5 u,0.6 u,0.4 u,0.4 u,0.3 u,0.3 u,0.3 u
A;PC_SAL;F;Y15-74;STAGE;LU,: bu,1.6 ,2.7 b,1.9 ,1.3 b,1.8 ,1.3 ,0.9 u,1.3 ,1.0 ,1.2 b,0.7 u,1.4 ,1.5 ,: c
A;PC_SAL;F;Y15-74;STAGE;LV,0.8 b,0.8 ,0.3 u,: u,: u,0.7 u,0.7 u,0.6 u,0.6 u,0.4 u,0.5 u,0.7 ,0.3 u,: u,0.4 u
A;PC_SAL;F;Y15-74;STAGE;MT,: bu,: u,1.1 u,0.9 u,0.8 u,1.2 u,1.4 u,1.5 ,1.5 ,1.6 ,1.5 ,2.2 ,1.6 ,2.0 ,3.9 
A;PC_SAL;F;Y15-74;STAGE;NL,5.0 b,4.8 b,5.6 ,5.6 ,5.8 ,6.9 ,6.9 ,7.0 ,6.7 ,6.0 ,4.5 ,5.0 ,6.0 ,6.7 ,6.3 
A;PC_SAL;F;Y15-74;STAGE;PL,2.3 b,2.4 ,2.9 ,2.6 ,1.9 ,1.8 b,3.4 b,2.6 ,2.2 ,2.2 ,2.6 ,2.7 ,3.2 ,3.8 ,4.3 
A;PC_SAL;F;Y15-74;STAGE;PT,1.2 b,1.9 ,1.6 ,1.9 ,1.8 ,1.6 ,1.0 b,0.8 ,1.0 ,0.9 ,1.2 ,1.2 ,1.3 ,1.3 ,1.3 
A;PC_SAL;F;Y15-74;STAGE;RO,0.3 bu,: u,: u,: u,: u,: bu,: u,: u,: u,: u,: u,: u,: u,: u,: u
A;PC_SAL;F;Y15-74;STAGE;SE,0.9 b,1.2 ,1.5 ,1.5 ,1.1 ,1.2 ,1.4 ,1.2 ,1.3 ,1.2 ,1.3 ,1.5 ,1.6 ,1.5 b,1.5 
A;PC_SAL;F;Y15-74;STAGE;SI,0.9 bu,0.8 u,1.8 ,1.3 ,0.6 u,1.0 u,1.3 ,0.8 u,0.7 u,0.6 u,0.8 u,0.9 u,1.3 ,1.4 ,1.3 
A;PC_SAL;F;Y15-74;STAGE;UK,: ,0.2 ,0.2 b,0.2 b,0.2 ,0.1 u,0.2 ,0.2 u,0.3 ,0.1 u,0.2 ,0.2 ,0.1 u,0.2 ,0.1 u
A;PC_SAL;F;Y15-74;TOTAL;AT,8.8 b,8.9 ,9.0 ,9.1 ,9.0 ,8.9 ,9.4 ,9.3 ,9.0 ,9.1 ,9.0 ,9.1 ,9.2 ,9.3 ,8.8 
A;PC_SAL;F;Y15-74;TOTAL;BE,11.4 b,10.9 ,10.8 ,10.2 ,10.2 ,9.6 ,10.3 ,9.3 ,9.2 ,9.7 ,9.7 ,10.0 ,10.1 b,9.9 ,10.4 
